id,Date,items
447,30-10-2015,"""frankfurter"",""frozen meals"",""citrus fruit"",""canned fish"",""soda"",""ham"",""chocolate"",""specialty chocolate"",""pastry"",""rolls/buns"",""soda"",""roll products """
448,19-04-2015,"""whole milk"",""frankfurter"",""whole milk"",""root vegetables"",""rolls/buns"",""bottled water"",""canned beer"",""canned beer"",""coffee"",""specialty chocolate"",""frozen vegetables"",""domestic eggs"",""soda"",""napkins"",""salty snack"""
449,23-10-2015,"""frankfurter"",""packaged fruit/vegetables"",""butter"",""whipped/sour cream"",""light bulbs"",""pork"",""house keeping products"",""whole milk"",""newspapers"",""frozen vegetables"",""mustard"",""napkins"""
450,15-04-2015,"""other vegetables"",""beef"",""specialty bar"",""butter"",""ham"",""other vegetables"""
451,10-08-2015,"""bottled water"",""frankfurter"",""frankfurter"",""UHT-milk"",""whole milk"",""pip fruit"",""yogurt"",""brown bread"""
452,19-09-2015,"""other vegetables"",""semi-finished bread"",""herbs"",""whole milk"",""mustard"""
453,01-02-2015,"""hamburger meat"",""beef"",""sausage"",""canned beer"",""berries"",""organic sausage"",""candy"",""UHT-milk"",""rolls/buns"",""domestic eggs"",""coffee"""
454,25-03-2015,"""shopping bags"",""canned beer"",""canned beer"",""tropical fruit"",""whole milk"",""other vegetables"",""canned fish"",""condensed milk"",""pastry"""
455,15-06-2015,"""whole milk"",""citrus fruit"",""beverages"",""margarine"",""hard cheese"",""beef"",""packaged fruit/vegetables"",""rolls/buns"",""root vegetables"",""canned beer"",""bottled beer"""
456,21-12-2015,"""ice cream"",""citrus fruit"",""finished products"",""tropical fruit"",""citrus fruit"",""whole milk"",""berries"",""root vegetables"""
457,15-02-2015,"""pastry"",""sausage"",""seasonal products"",""grapes"",""root vegetables"",""white wine"",""pastry"",""brown bread"",""canned beer"""
458,09-06-2015,"""ham"",""specialty bar"""
459,24-06-2015,"""frankfurter"",""finished products"",""pork"",""whole milk"",""other vegetables"",""citrus fruit"",""rolls/buns"",""rolls/buns"",""white wine"",""misc. beverages"",""chocolate marshmallow"",""herbs"",""coffee"",""white bread"",""beverages"",""other vegetables"",""rolls/buns"",""whipped/sour cream"",""soda"""
460,26-11-2015,"""sausage"",""newspapers"",""canned beer"",""herbs"",""detergent"",""white bread"",""male cosmetics"",""chocolate"""
461,12-02-2015,"""bottled beer"",""yogurt"""
462,30-03-2015,"""bottled water"",""coffee"",""yogurt"",""brown bread"",""whole milk"",""brown bread"",""canned fruit"""
463,23-02-2015,"""meat"",""other vegetables"""
464,02-12-2015,"""dessert"",""salty snack"",""rolls/buns"",""misc. beverages"",""bottled beer"",""tropical fruit"",""bottled water"",""decalcifier"",""semi-finished bread"",""soda"""
465,05-12-2015,"""other vegetables"",""shopping bags"",""curd"",""frozen vegetables"",""curd"",""bottled water"",""other vegetables"",""white bread"""
466,02-11-2015,"""ham"",""bottled water"",""pork"",""root vegetables"",""whipped/sour cream"",""specialty chocolate"",""candy"",""rolls/buns"",""yogurt"",""whole milk"",""chewing gum"",""domestic eggs"",""butter milk"",""coffee"""
467,24-11-2015,"""specialty bar"",""sausage"",""tropical fruit"",""whole milk"",""canned beer"",""cream cheese "",""beef"",""pip fruit"",""UHT-milk"",""newspapers"",""whole milk"",""candy"",""herbs"",""white bread"",""semi-finished bread"",""rolls/buns"",""salty snack"",""shopping bags"",""pickled vegetables"",""rolls/buns"",""frozen meals"",""brandy"",""pickled vegetables"""
468,24-01-2015,"""brown bread"",""whipped/sour cream"",""condensed milk"",""finished products"",""sausage"",""meat"",""yogurt"",""tropical fruit"",""yogurt"",""whole milk"",""bottled beer"",""processed cheese"",""soda"",""bottled water"",""roll products "",""waffles"""
469,01-11-2015,"""whole milk"",""pastry"",""sausage"",""packaged fruit/vegetables"",""shopping bags"",""root vegetables"",""onions"",""sweet spreads"""
470,17-11-2015,"""rolls/buns"",""soda"",""chicken"",""pork"",""other vegetables"",""fruit/vegetable juice"",""soda"",""root vegetables"",""newspapers"",""whole milk"",""napkins"",""yogurt"""
471,06-01-2015,"""bottled beer"",""tropical fruit"",""berries"",""coffee"",""pip fruit"",""whole milk"",""whole milk"",""curd"",""pip fruit"",""UHT-milk"",""pastry"",""ice cream"",""oil"",""Instant food products"",""cake bar"""
472,23-05-2015,"""pet care"",""chicken"",""rolls/buns"",""coffee"",""tropical fruit"",""pastry"",""dish cleaner"",""beef"",""citrus fruit"",""hygiene articles"",""baking powder"",""yogurt"",""other vegetables"",""curd"""
473,07-06-2015,"""citrus fruit"",""whipped/sour cream"""
474,03-12-2015,"""pork"",""citrus fruit"",""grapes"",""pip fruit"""
475,31-05-2015,"""white wine"",""meat"",""frankfurter"",""beef"",""citrus fruit"",""tropical fruit"",""yogurt"",""dishes"",""yogurt"",""rolls/buns"""
476,27-09-2015,"""pip fruit"",""coffee"",""whole milk"",""sausage"",""tropical fruit"",""other vegetables"",""whole milk"",""yogurt"",""tidbits"",""yogurt"",""cake bar"",""cake bar"",""yogurt"",""female sanitary products"",""chocolate"",""soda"""
477,26-04-2015,"""sugar"",""whole milk"",""butter"",""sausage"",""chocolate"",""citrus fruit"",""hamburger meat"",""canned fish"",""other vegetables"",""fruit/vegetable juice"",""detergent"",""baking powder"",""yogurt"",""pickled vegetables"",""pickled vegetables"",""pickled vegetables"",""butter"",""cat food"",""brown bread"",""bottled water"",""pot plants"""
478,31-01-2015,"""tropical fruit"",""other vegetables"",""root vegetables"",""pastry"",""rolls/buns"",""rice"""
479,05-11-2015,"""root vegetables"",""bottled beer"",""whole milk"",""tropical fruit"",""hard cheese"",""white bread"""
480,18-03-2015,"""whole milk"",""tropical fruit"",""butter milk"",""UHT-milk"",""root vegetables"",""root vegetables"",""salt"",""whole milk"",""specialty cheese"",""soda"",""shopping bags"",""waffles"""
481,18-03-2015,"""tropical fruit"",""rolls/buns"",""brown bread"",""root vegetables"",""fruit/vegetable juice"",""meat"",""pastry"",""yogurt"",""canned beer"",""sausage"",""liquor (appetizer)"",""soda"",""specialty cheese"",""detergent"",""pip fruit"",""dessert"",""yogurt"",""rolls/buns"",""yogurt"",""snack products"""
482,01-08-2015,"""white bread"",""chocolate"",""yogurt"",""chicken"",""napkins"",""tropical fruit"",""herbs"",""bottled water"",""whole milk"",""whole milk"",""cat food"",""flour"",""chocolate"",""detergent"",""white bread"""
483,14-10-2015,"""brown bread"",""bottled water"",""rolls/buns"",""whole milk"",""other vegetables"",""frankfurter"",""chicken"",""yogurt"",""curd"",""bottled water"",""yogurt"",""newspapers"",""butter milk"",""soda"",""fruit/vegetable juice"",""bottled water"",""whole milk"",""pet care"",""herbs"""
484,30-03-2015,"""tropical fruit"",""whole milk"",""whole milk"",""sausage"",""rolls/buns"",""pip fruit"",""pip fruit"",""ham"",""pip fruit"",""pip fruit"",""hard cheese"",""bottled beer"",""rolls/buns"",""pastry"",""hard cheese"",""frozen fish"",""shopping bags"",""pot plants"",""root vegetables"""
485,24-12-2015,"""domestic eggs"",""frankfurter"",""meat"",""bottled water"",""chicken"",""whole milk"",""whole milk"",""pastry"",""yogurt"",""brown bread"",""newspapers"",""whole milk"",""shopping bags"",""detergent"",""margarine"",""waffles"",""specialty bar"""
486,24-10-2015,"""soda"",""whipped/sour cream"",""tropical fruit"",""pork"",""whipped/sour cream"",""yogurt"",""fruit/vegetable juice"""
487,04-03-2015,"""whole milk"",""other vegetables"",""whole milk"",""rolls/buns"",""liquor (appetizer)"",""chicken"",""tropical fruit"",""whole milk"""
488,09-11-2015,"""bottled beer"",""fish"",""ham"",""chicken"",""chicken"",""bottled beer"",""tropical fruit"",""rolls/buns"",""hamburger meat"",""UHT-milk"",""canned vegetables"",""other vegetables"",""cream cheese "",""newspapers"",""coffee"",""root vegetables"",""hard cheese"""
489,12-05-2015,"""pork"",""bottled beer"",""sausage"",""soda"",""pork"",""butter"",""yogurt"",""soda"""
490,05-06-2015,"""other vegetables"",""condensed milk"",""tropical fruit"",""pip fruit"",""canned beer"",""yogurt"",""beef"",""curd"",""processed cheese"",""turkey"",""whole milk"",""rolls/buns"",""whole milk"",""rolls/buns"",""fruit/vegetable juice"",""brown bread"",""rolls/buns"",""salty snack"",""candy"""
491,31-08-2015,"""yogurt"",""chocolate"""
492,19-12-2015,"""sparkling wine"",""bottled water"",""flower soil/fertilizer"",""pork"",""beef"",""canned beer"",""frozen dessert"",""rolls/buns"",""rolls/buns"",""misc. beverages"",""roll products "",""root vegetables"""
493,07-05-2015,"""citrus fruit"",""tropical fruit"",""other vegetables"",""napkins"",""other vegetables"",""tropical fruit"",""pastry"",""specialty bar"",""spices"",""frozen meals"""
494,06-06-2015,"""hamburger meat"",""other vegetables"",""domestic eggs"",""citrus fruit"",""chicken"",""rolls/buns"",""bottled water"",""root vegetables"""
495,11-12-2015,"""packaged fruit/vegetables"",""butter milk"",""sausage"",""chocolate"",""tropical fruit"",""whole milk"",""yogurt"",""pastry"",""other vegetables"",""beverages"",""pip fruit"",""curd cheese"",""other vegetables"",""whipped/sour cream"",""whipped/sour cream"",""root vegetables"",""bottled water"",""butter"",""sugar"""
496,08-06-2015,"""other vegetables"",""beef"",""white bread"",""pastry"",""rolls/buns"",""chocolate marshmallow"",""pip fruit"",""soda"",""instant coffee"",""margarine"""
497,26-05-2015,"""soda"",""pip fruit"",""rolls/buns"",""newspapers"",""hard cheese"",""turkey"",""dessert"",""whipped/sour cream"",""coffee"""
498,10-03-2015,"""whole milk"",""frankfurter"",""whole milk"",""sausage"",""house keeping products"",""brandy"",""pet care"",""yogurt"""
499,07-05-2015,"""herbs"",""other vegetables"",""meat"",""onions"",""packaged fruit/vegetables"",""soda"",""whipped/sour cream"",""cat food"""
500,11-03-2015,"""citrus fruit"",""sausage"",""pip fruit"",""yogurt"",""ice cream"",""root vegetables"",""other vegetables"",""beef"",""whole milk"",""fruit/vegetable juice"",""pip fruit"",""beef"",""butter"",""whipped/sour cream"""
501,16-11-2015,"""misc. beverages"",""fruit/vegetable juice"",""semi-finished bread"",""instant coffee"",""flower (seeds)"",""ketchup"",""oil"",""detergent"",""shopping bags"",""candy"""
502,02-09-2015,"""female sanitary products"",""pastry"",""beef"",""pastry"",""curd"",""whipped/sour cream"",""frozen vegetables"",""butter"",""domestic eggs"""
503,22-05-2015,"""soda"",""root vegetables"",""chewing gum"",""beef"",""chocolate"",""bottled beer"""
504,08-04-2015,"""tropical fruit"",""yogurt"",""tropical fruit"",""pork"",""mayonnaise"",""curd"",""soft cheese"""
505,15-12-2015,"""white bread"",""pip fruit"",""tropical fruit"",""hamburger meat"",""rolls/buns"",""pip fruit"",""popcorn"",""sliced cheese"",""domestic eggs"",""whipped/sour cream"",""instant coffee"",""dishes"",""sparkling wine"",""softener"""
506,16-02-2015,"""coffee"",""citrus fruit"",""fruit/vegetable juice"",""whole milk"",""newspapers"",""pip fruit"""
507,01-04-2015,"""tropical fruit"",""other vegetables"",""sausage"",""pork"",""citrus fruit"",""tropical fruit"",""frozen meals"",""soda"",""hygiene articles"",""rolls/buns"""
508,01-10-2015,"""pork"",""dessert"",""canned beer"",""canned beer"",""specialty chocolate"""
509,16-01-2015,"""citrus fruit"",""pot plants"",""other vegetables"",""beef"",""rolls/buns"",""curd"""
510,21-11-2015,"""frankfurter"",""ham"",""chocolate"",""rolls/buns"",""root vegetables"",""citrus fruit"",""pip fruit"",""pip fruit"",""whole milk"",""whole milk"",""rolls/buns"",""tropical fruit"",""bottled beer"",""rolls/buns"",""ice cream"",""bottled water"",""rolls/buns"",""chewing gum"",""specialty fat"",""whipped/sour cream"",""sugar"",""red/blush wine"",""bottled beer"""
511,18-10-2015,"""frankfurter"",""pork"",""bottled water"",""canned beer"",""pastry"",""beverages"",""chocolate marshmallow"",""brown bread"",""shopping bags"",""meat"",""onions"",""herbs"",""frozen dessert"",""cat food"",""flour"",""pastry"",""soda"""
512,16-07-2015,"""frankfurter"",""sausage"",""photo/film"",""UHT-milk"",""candles"",""shopping bags"",""bottled water"",""frozen vegetables"",""bottled beer"",""chewing gum"",""grapes"",""bottled beer"",""artif. sweetener"",""other vegetables"",""bottled beer"",""margarine"",""fruit/vegetable juice"",""butter"",""seasonal products"""
513,11-01-2015,"""other vegetables"",""bottled water"",""pip fruit"",""tropical fruit"",""coffee"",""other vegetables"",""whipped/sour cream"",""bottled beer"""
514,06-02-2015,"""yogurt"",""whole milk"",""tropical fruit"",""margarine"",""liquor"",""yogurt"",""shopping bags"",""frozen vegetables"",""UHT-milk"",""bottled water"",""UHT-milk"",""coffee"",""newspapers"""
515,25-05-2015,"""sausage"",""baking powder"",""beef"",""baking powder"",""mustard"""
516,13-08-2015,"""whole milk"",""pork"",""domestic eggs"",""shopping bags"",""bottled beer"",""whole milk"",""onions"",""misc. beverages"""
517,21-08-2015,"""pip fruit"",""sausage"",""citrus fruit"",""chicken"",""whole milk"",""pastry"",""brown bread"",""mustard"",""bottled water"",""rolls/buns"",""rolls/buns"",""other vegetables"""
518,15-03-2015,"""root vegetables"",""frankfurter"",""chicken"",""hygiene articles"",""hamburger meat"",""other vegetables"",""citrus fruit"",""pork"",""other vegetables"",""soft cheese"",""pickled vegetables"""
519,21-07-2015,"""onions"",""beef"",""sausage"",""domestic eggs"",""whole milk"",""white wine"",""coffee"",""other vegetables"",""specialty cheese"",""yogurt"""
520,30-04-2015,"""specialty chocolate"",""tropical fruit"",""other vegetables"",""canned beer"",""rolls/buns"",""domestic eggs"",""napkins"""
521,02-03-2015,"""hamburger meat"",""rolls/buns"",""whole milk"",""tropical fruit"",""pork"",""coffee"",""tropical fruit"",""chocolate"""
522,05-09-2015,"""photo/film"",""beverages"",""frankfurter"",""pork"",""other vegetables"",""frozen meals"",""butter"",""cat food"",""curd"",""butter"",""rolls/buns"",""rolls/buns"",""canned beer"",""yogurt"",""white bread"""
523,22-09-2015,"""rolls/buns"",""pork"",""shopping bags"",""whipped/sour cream"",""bottled water"",""canned fish"""
524,06-09-2015,"""canned beer"",""sausage"",""ice cream"",""bottled water"",""bottled water"",""yogurt"""
525,08-08-2015,"""other vegetables"",""margarine"",""rolls/buns"",""citrus fruit"",""soda"",""frozen vegetables"",""red/blush wine"",""whole milk"""
526,10-08-2015,"""canned beer"",""canned beer"""
527,11-06-2015,"""curd"",""pork"",""whole milk"",""condensed milk"",""curd"",""tropical fruit"",""condensed milk"",""pip fruit"",""butter"",""waffles"",""oil"""
528,29-08-2015,"""butter"",""bottled beer"",""canned beer"",""whole milk"",""butter"",""popcorn"",""herbs"",""margarine"",""mustard"",""domestic eggs"",""curd"""
529,24-06-2015,"""other vegetables"",""chicken"",""canned beer"",""cream cheese "",""cream"",""root vegetables"",""frankfurter"",""rolls/buns"",""whole milk"",""whole milk"",""liquor"",""sugar"",""soda"",""other vegetables"",""UHT-milk"",""grapes"",""white wine"""
530,11-04-2015,"""whole milk"",""chicken"",""citrus fruit"",""cream cheese "",""whole milk"",""meat spreads"",""onions"",""cereals"",""margarine"",""root vegetables"",""pastry"",""yogurt"",""soda"",""waffles"",""chewing gum"",""shopping bags"",""napkins"""
531,17-09-2015,"""beef"",""pork"",""pork"",""cream cheese "",""soda"",""UHT-milk"",""rice"""
532,28-08-2015,"""soda"",""beverages"",""butter"",""butter milk"",""yogurt"",""whole milk"",""frozen dessert"",""red/blush wine"",""onions"",""whole milk"""
533,06-06-2015,"""fruit/vegetable juice"",""citrus fruit"",""shopping bags"",""root vegetables"",""root vegetables"",""butter"",""hard cheese"",""bottled water"",""rolls/buns"",""yogurt"""
534,12-04-2015,"""rolls/buns"",""beverages"",""chicken"",""whole milk"""
535,15-08-2015,"""pip fruit"",""whole milk"",""frozen vegetables"",""specialty chocolate"",""zwieback"",""yogurt"",""flour"",""yogurt"",""pickled vegetables"",""hard cheese"",""pasta"",""pastry"""
536,08-06-2015,"""frozen vegetables"",""pip fruit"",""sausage"",""pasta"",""berries"",""sausage"",""citrus fruit"",""chicken"",""pip fruit"",""male cosmetics"",""tropical fruit"",""hard cheese"",""shopping bags"",""sliced cheese"",""dishes"""
537,21-01-2015,"""hamburger meat"",""frankfurter"",""finished products"",""margarine"",""other vegetables"",""popcorn"""
538,21-10-2015,"""root vegetables"",""jam"",""beverages"",""canned beer"",""meat"",""root vegetables"",""bottled water"",""brown bread"",""yogurt"""
539,23-09-2015,"""frozen vegetables"",""UHT-milk"",""other vegetables"",""bottled water"",""napkins"",""cream cheese "",""dessert"",""other vegetables"""
540,29-05-2015,"""canned beer"",""pip fruit"",""organic sausage"",""misc. beverages"",""yogurt"",""yogurt"",""flour"",""rolls/buns"""
